id;code;name;category;university_id
666;6B02181;Искусство эстрады — вокалист эстрады;1;10
667;6B02182;Искусство эстрады — артист эстрадного оркестра;1;10
668;6B02183;Искусство эстрады — Композитор эстрады, аранжировщик;1;10
669;6B02124;Киноведение;1;10
670;6B02125;Музееведение;1;10
671;6B02128;Кинотеледраматургия;1;10
672;6B02129;Театроведение;1;10
673;6B02109;Музыковедение;1;10
674;6B02162;Искусствоведение;1;10
675;6B02130;Композиция;1;10
676;6B02126;Оркестровое дирижирование;1;10
677;6B02127;Хоровое дирижирование;1;10
678;6B03102;Культурология;1;10
679;6B01401;Музыкальное образование;1;10
680;6B02142;Народные инструменты (Домбыра);1;10
681;6B02143;Народные инструменты (Қобыз и РНИ);1;10
682;6B02104;Традиционный жыр (Айтыс);1;10
683;6B02110;Поэзия и искусство;1;10
684;6B02141;Традиционное пение;1;10
685;6B02144;Традиционный жыр;1;10
686;6B03103;Психология;1;10
687;7M02135;Живопись — Монументальная живопись;2;10
688;7M02131;Живопись — Станковая живопись;2;10
689;7M02181;Искусство эстрады;2;10
690;8D02123;Инструментальное исполнительство - Духовые и ударные инструменты;3;10
